year,weight_class,round,winner,winner_school,win_method,score,loser,loser_school
2019,136,Consi of 8 #2,Destiny Lyng,Oklahoma City University,VFA,3:15 9-0,Kellyann Jimenez,University of Cumberlands
2019,130,Consi of 8 #2,Breanna Dudoit-Vasquez,Wayland Baptist University,VSU1,14-4 4:42,Ashley Ikner,University of Cumberlands
2019,136,Consi of 8 #2,Sophia Carson,Campbellsville University,VSU,10-0 0:51,Julia Mata,Missouri Valley College
2019,130,Consi of 8 #2,Jocelyn Murphy,Missouri Valley College,VSU,12-0 1:35,Leah Olguin,Wayland Baptist University
2019,123,Consi of 8 #2,Macy Higa,Eastern Oregon University,VFA,5:04 10-2,Haley Schiermeyer,Midland University
2019,130,Consi of 8 #2,Aysia Cortez,Life University,VPO1,9-4,Alexandria Enriquez,Life University
2019,123,Consi of 8 #2,ARIANNA MARRUFO,University of Jamestown,VFA,4:58 8-0,Kailyn Ramos,Oklahoma City University
2019,123,Consi of 8 #2,Daniela Flores,Oklahoma City University,VFA,4:13 10-1,Brigitte Mihalca,Missouri Baptist University
2019,101,Consi of 8 #2,Amber Garriga,Life University,VPO1,4-2,Lisa Megargee,Eastern Oregon University
2019,130,Consi of 8 #2,Sydney Freund,Oklahoma City University,VPO1,2-1,Savannah Vold,Waldorf University
2019,116,Consi of 8 #2,Chelsea Dionisio,University of Jamestown,VSU,10-0 5:21,Mia Rodriguez,Campbellsville University
2019,123,Consi of 8 #2,Alanah Vetterick,Midland University,VSU,10-0 5:23,Trynadii Rocha,Warner Pacific University
2019,109,Consi of 8 #2,Brianna Leong,Lyon College,VFA,2:28 10-0,Claire Payne,York College
2019,116,Consi of 8 #2,Madison Angelito,University of Cumberlands,VSU,10-0 0:47,Amber Pair,Eastern Oregon University
2019,116,Consi of 8 #2,Taryn Ichimura,Menlo College,VSU1,12-2 2:48,Emily Fernandez,York College
2019,116,Consi of 8 #2,Jamayia Blackston,University of Jamestown,VSU1,12-2 4:44,Katie Brock,Campbellsville University
2019,101,Consi of 8 #2,Kassidy Ramirez,Lyon College,VSU,10-0 1:36,Kylie Marlin,York College
2019,170,Consi of 8 #1,Latiana Tauaese,Southern Oregon,VPO1,15-12,Joanna Mack,Midland University
2019,170,Consi of 8 #1,Kenya-Lee Sloan,Campbellsville University,VFA,1:05 8-0,Charity Goldsmith-Ding,York College
2019,109,Consi of 8 #2,Diana Leyva,Waldorf University,VFA,2:29 4-1,Citlali Palafox,Central Christian College of Kansas
2019,191,Quarter-Finals,Agatha Andrews,University of Jamestown,VFA,0:13 2-0,Serena Sanchez,Midland University
2019,170,Quarter-Finals,Mariah Harris,Campbellsville University,VSU,10-0 2:49,Payton Rigert,University of Cumberlands
2019,101,Consi of 8 #2,Jessica Rodriguez,University of Cumberlands,VSU,10-0 2:48,ALAURA COUCH,Waldorf University
2019,191,Quarter-Finals,Leilani Camargo-Naone,Midland University,VFA,2:46 10-2,Jesse Kirby,University of Cumberlands
2019,191,Quarter-Finals,Paige Baynes,Wayland Baptist University,VPO1,6-3,Alexandra Castillo,Campbellsville University
2019,155,Quarter-Finals,Anna Naylor,University of Cumberlands,VPO1,13-8,Alexia Foca,Campbellsville University
2019,170,Quarter-Finals,Rachel Watters,Oklahoma City University,VPO1,5-1,stephanie pantoja,Life University
2019,155,Consi of 8 #1,Pella Wisniowski,Central Christian College of Kansas,VSU,10-0 1:42,Taylor Cooks,Life University
2019,170,Consi of 8 #1,Karrah Smith,Southern Oregon,VFA,0:42 4-0,Marissa Patterson,York College
2019,170,Quarter-Finals,Precious Bell,Menlo College,VPO1,7-3,Jordan Nelson,Life University
2019,155,Consi of 8 #1,Renay Monohan,Eastern Oregon University,VFA,5:20 10-2,chyna rodriguez,Midland University
2019,191,Quarter-Finals,Chi Chi Nwankwo,Oklahoma City University,VFA,0:29 2-0,Angel Ochoa,Missouri Baptist University
2019,170,Quarter-Finals,Dymond Guilford,Missouri Baptist University,VSU,10-0 1:22,Alyssa Schrull,University of Jamestown
2019,155,Quarter-Finals,Iman Kazem,Menlo College,VSU1,12-1 3:46,Destinee Rivera,Life University
2019,143,Consi of 8 #1,LoriAnn Archuleta,Missouri Valley College,VPO1,6-2,Sara Angelo,Eastern Oregon University
2019,143,Consi of 8 #1,Sienna Ramirez,Southern Oregon,VSU,10-0 1:38,Yulisa Medrano,Missouri Baptist University
2019,155,Consi of 8 #1,Brighton Hutton,Missouri Baptist University,VFA,0:55 2-2,Randie Scoon,Ottawa University
2019,143,Consi of 8 #1,Kylie Godinez,University of Cumberlands,VFA,3:56 9-5,nancy becerra,Missouri Valley College
2019,155,Quarter-Finals,Shamera McTier,Missouri Valley College,VSU1,12-1 3:52,Sierra Talmadge,University of Jamestown
2019,143,Quarter-Finals,Cierra Foster,Oklahoma City University,VFA,3:24 6-5,Joy Muniz,University of Jamestown
2019,155,Quarter-Finals,Gabriela Hunter,Midland University,VFA,5:10 4-9,Isabella Ricchiazzi,University of Cumberlands
2019,143,Quarter-Finals,Angela Peralta,Menlo College,VSU,11-0 5:50,Andrea Prince,University of Jamestown
2019,143,Consi of 8 #1,Lyric Gonsalves,Ottawa University,VFA,1:26 7-2,Katie Bell,York College
2019,136,Quarter-Finals,Erica Sotelo,Life University,VSU1,12-2 5:39,Brittany Woods-Orrison,Menlo College
2019,143,Quarter-Finals,Marilyn Garcia,Menlo College,VPO1,6-2,Zoe Wight,Life University
2019,136,Consi of 8 #1,Sophia Carson,Campbellsville University,VFA,1:09 4-0,Rosa Vallejo,York College
2019,136,Consi of 8 #1,Kellyann Jimenez,University of Cumberlands,VFA,1:02 6-0,Lilia Rangel,Waldorf University
2019,136,Consi of 8 #1,Akina Yamada,Waldorf University,VFA,0:33 4-0,Jenna Awana,University of Providence
2019,136,Consi of 8 #1,Alexandra Banag,Lyon College,VFA,1:22 8-0,Fatima Avalos,Missouri Baptist University
2019,136,Quarter-Finals,Elissa Douglass,Lyon College,VFA,2:39 6-8,Abnelis Yambo,Brewton-Parker College
2019,130,Quarter-Finals,Anesia Ramirez,Southern Oregon,VPO1,11-2,Sydney Freund,Oklahoma City University
2019,130,Consi of 8 #1,Breanna Dudoit-Vasquez,Wayland Baptist University,VFA,2:31 8-0,Nadia Escamilia,Missouri Baptist University
2019,130,Consi of 8 #1,Jocelyn Murphy,Missouri Valley College,VFA,1:23 2-2,Rebekah Garcia,Lyon College
2019,143,Quarter-Finals,Margaret Douma,Oklahoma City University,VFA,0:30 2-0,Morgan Shines,Life University
2019,136,Quarter-Finals,Bridgette Duty,University of Cumberlands,VFA,3:24 6-8,Destiny Lyng,Oklahoma City University
2019,136,Quarter-Finals,Solin Piearcy,Menlo College,VSU,10-0 0:32,Julia Mata,Missouri Valley College
2019,130,Quarter-Finals,Andribeth Rivera,Campbellsville University,VFA,3:00 10-0,Aysia Cortez,Life University
2019,130,Quarter-Finals,Julissa Taitano,Southern Oregon,VSU1,13-3 5:21,Ashley Ikner,University of Cumberlands
2019,130,Quarter-Finals,Cara Romeike,University of Jamestown,VSU,10-0 1:24,Leah Olguin,Wayland Baptist University
2019,123,Quarter-Finals,Victoria Norris,Ottawa University,VSU1,16-4 6:00,Kailyn Ramos,Oklahoma City University
2019,123,Quarter-Finals,Tiana jackson,Menlo College,VSU1,12-2 5:44,Alanah Vetterick,Midland University
2019,123,Consi of 8 #1,Brigitte Mihalca,Missouri Baptist University,VFA,1:21 8-0,Jasmine Davis,Wayland Baptist University
2019,123,Consi of 8 #1,Trynadii Rocha,Warner Pacific University,VSU,10-0 0:45,Rosa Ramirez,Eastern Oregon University
2019,116,Consi of 8 #1,Mia Rodriguez,Campbellsville University,VPO1,9-4,Kayla Fitts,Wayland Baptist University
2019,123,Quarter-Finals,Dajan Treder,University of Providence,VIN,0:55 4-0,Haley Schiermeyer,Midland University
2019,123,Consi of 8 #1,Macy Higa,Eastern Oregon University,VSU,12-0 2:45,Emma DeBrum,Lyon College
2019,116,Consi of 8 #1,Amber Pair,Eastern Oregon University,VPO1,9-3,ashley Tobe,University of Cumberlands
2019,109,Quarter-Finals,Mckayla Campbell,Campbellsville University,VFA,0:30 6-0,Diana Leyva,Waldorf University
2019,123,Quarter-Finals,Koral Sugiyama,Campbellsville University,VFA,1:39 8-2,Daniela Flores,Oklahoma City University
2019,116,Consi of 8 #1,Emily Fernandez,York College,VFA,2:30 6-2,Gabrielle Grimes,Missouri Valley College
2019,101,Quarter-Finals,Hiba Salem,Menlo College,VPO1,10-1,Amber Garriga,Life University
2019,116,Quarter-Finals,Jathiya Isaac,Wayland Baptist University,VSU,10-0 1:57,Taryn Ichimura,Menlo College
2019,116,Quarter-Finals,Glory Konecny,Southern Oregon,VPO1,5-2,Chelsea Dionisio,University of Jamestown
2019,116,Consi of 8 #1,Katie Brock,Campbellsville University,VPO1,6-4,Yurie Yoneoka,University of Providence
2019,116,Quarter-Finals,Gracie Figueroa,Menlo College,VSU,10-0 3:37,Jamayia Blackston,University of Jamestown
2019,109,Quarter-Finals,RAVEN GUIDRY,Oklahoma City University,VSU1,14-4 3:10,Cassidy Freeman,Eastern Oregon University
2019,116,Quarter-Finals,Cassidy Jasperson,Oklahoma City University,VFA,2:10 8-0,Madison Angelito,University of Cumberlands
2019,101,Quarter-Finals,Nina Pham,Wayland Baptist University,VSU1,12-2 0:00,Kassidy Ramirez,Lyon College
2019,155,Consi of 16 #2,Myranda Velazquez,University of Jamestown,VFA,4:38 9-6,Brook Logan,Oklahoma City University
2019,109,Quarter-Finals,Alleida Martinez,Menlo College,VFA,0:53 10-0,Alessia Cokeley,Ottawa University
2019,170,Consi of 16 #2,Kenya-Lee Sloan,Campbellsville University,VPO1,5-3,Yuneris Taveras,Missouri Valley College
2019,109,Quarter-Finals,Tyesha Topps,Life University,VSU1,11-1 4:41,Brianna Leong,Lyon College
2019,101,Quarter-Finals,Junnette Caldera,University of Jamestown,VFA,3:32 12-4,Jessica Rodriguez,University of Cumberlands
2019,101,Quarter-Finals,Asia Ray,Wayland Baptist University,VFA,2:04 8-0,Faye Cherrier,Life University
2019,143,Consi of 16 #2,Katie Bell,York College,VFA,4:02 12-6,Selina Medrano-Perez,Missouri Baptist University
2019,136,Consi of 16 #2,Sophia Carson,Campbellsville University,VSU,10-0 2:20,analy gonsalez,University of Jamestown
2019,170,Consi of 16 #2,Karrah Smith,Southern Oregon,VFA,0:29 4-0,Chasity Cortez,University of Cumberlands
2019,155,Consi of 16 #2,Brighton Hutton,Missouri Baptist University,VFA,1:42 4-4,Dempsi Talkington,Eastern Oregon University
2019,116,Consi of 16 #2,Amber Pair,Eastern Oregon University,VFA,2:53 5-4,Jasmine Hernandez,Lyon College
2019,155,Consi of 16 #2,Taylor Cooks,Life University,VFA,1:03 4-0,Sierra Alfonso,Lyon College
2019,143,Consi of 16 #2,Sienna Ramirez,Southern Oregon,VSU,10-0 2:31,Lacey Henderson,Ottawa University
2019,123,Consi of 16 #2,Emma DeBrum,Lyon College,VSU,10-0 1:35,Kimberlie Lambert,Central Christian College of Kansas
2019,191,Round of 16,Agatha Andrews,University of Jamestown,VFA,1:38 12-0,Madisen Bozovich,Eastern Oregon University
2019,191,Round of 16,Chi Chi Nwankwo,Oklahoma City University,VPO1,7-2,Emily Sandoval,Menlo College
2019,116,Consi of 16 #2,Gabrielle Grimes,Missouri Valley College,VSU,11-0 2:55,Jessienna Burkett-Erice,Lyon College
2019,170,Round of 16,Rachel Watters,Oklahoma City University,VSU,10-0 3:50,Latiana Tauaese,Southern Oregon
2019,191,Round of 16,Leilani Camargo-Naone,Midland University,VFA,5:33 6-1,Tristyn Borden,Southern Oregon
2019,130,Consi of 16 #2,Nadia Escamilia,Missouri Baptist University,VFA,2:11 11-6,Krystal Fabricante,Eastern Oregon University
2019,170,Round of 16,Payton Rigert,University of Cumberlands,VFA,4:56 4-9,Kenya-Lee Sloan,Campbellsville University
2019,155,Round of 16,Isabella Ricchiazzi,University of Cumberlands,VSU1,10-10 6:00,Myranda Velazquez,University of Jamestown
2019,191,Round of 16,Alexandra Castillo,Campbellsville University,VFA,0:33 4-0,Maranda Dornan,Ottawa University
2019,170,Round of 16,Mariah Harris,Campbellsville University,VSU,12-0 0:39,Charity Goldsmith-Ding,York College
2019,170,Round of 16,stephanie pantoja,Life University,VPO1,9-1,Joanna Mack,Midland University
2019,170,Round of 16,Dymond Guilford,Missouri Baptist University,VFA,3:35 10-0,Marissa Patterson,York College
2019,155,Round of 16,Anna Naylor,University of Cumberlands,VFA,0:47 4-0,Randie Scoon,Ottawa University
2019,170,Round of 16,Alyssa Schrull,University of Jamestown,VFA,1:25 6-0,Chasity Cortez,University of Cumberlands
2019,143,Round of 16,Angela Peralta,Menlo College,VSU1,12-2 5:53,nancy becerra,Missouri Valley College
2019,155,Round of 16,Destinee Rivera,Life University,VPO,2-0,Pella Wisniowski,Central Christian College of Kansas
2019,155,Round of 16,Alexia Foca,Campbellsville University,VSU,10-0 0:38,Brighton Hutton,Missouri Baptist University
2019,155,Round of 16,Shamera McTier,Missouri Valley College,VSU1,12-2 3:37,Renay Monohan,Eastern Oregon University
2019,155,Round of 16,Sierra Talmadge,University of Jamestown,VSU,10-0 1:49,chyna rodriguez,Midland University
2019,143,Round of 16,Andrea Prince,University of Jamestown,VSU1,16-6 4:40,Kylie Godinez,University of Cumberlands
2019,143,Round of 16,Cierra Foster,Oklahoma City University,VSU1,12-2 3:00,Lyric Gonsalves,Ottawa University
2019,143,Round of 16,Zoe Wight,Life University,VFA,0:50 4-0,Yulisa Medrano,Missouri Baptist University
2019,155,Round of 16,Iman Kazem,Menlo College,VSU,10-0 0:56,Sierra Alfonso,Lyon College
2019,136,Round of 16,Erica Sotelo,Life University,VSU,10-0 2:57,analy gonsalez,University of Jamestown
2019,136,Round of 16,Abnelis Yambo,Brewton-Parker College,VFA,3:33 15-6,Kellyann Jimenez,University of Cumberlands
2019,143,Round of 16,Joy Muniz,University of Jamestown,VSU,11-0 2:48,Selina Medrano-Perez,Missouri Baptist University
2019,136,Round of 16,Destiny Lyng,Oklahoma City University,VFA,1:27 8-0,Jenna Awana,University of Providence
2019,143,Round of 16,Morgan Shines,Life University,VPO1,12-5,Sara Angelo,Eastern Oregon University
2019,130,Round of 16,Leah Olguin,Wayland Baptist University,VFA,5:14 6-0,Savannah Vold,Waldorf University
2019,130,Round of 16,Julissa Taitano,Southern Oregon,VPO1,7-5,Alexandria Enriquez,Life University
2019,143,Round of 16,Marilyn Garcia,Menlo College,VSU,10-0 3:51,Lacey Henderson,Ottawa University
2019,136,Round of 16,Brittany Woods-Orrison,Menlo College,VFA,2:05 11-0,Rosa Vallejo,York College
2019,136,Round of 16,Bridgette Duty,University of Cumberlands,VSU,10-0 3:40,Akina Yamada,Waldorf University
2019,143,Round of 16,Margaret Douma,Oklahoma City University,VFA,1:54 8-0,LoriAnn Archuleta,Missouri Valley College
2019,130,Round of 16,Anesia Ramirez,Southern Oregon,VFA,1:13 5-0,Rebekah Garcia,Lyon College
2019,130,Round of 16,Aysia Cortez,Life University,VPO1,10-4,Breanna Dudoit-Vasquez,Wayland Baptist University
2019,136,Round of 16,Elissa Douglass,Lyon College,VFA,0:17 4-0,Lilia Rangel,Waldorf University
2019,123,Round of 16,Dajan Treder,University of Providence,VSU1,12-2 2:21,ARIANNA MARRUFO,University of Jamestown
2019,136,Round of 16,Julia Mata,Missouri Valley College,VFA,0:40 4-0,Fatima Avalos,Missouri Baptist University
2019,123,Round of 16,Koral Sugiyama,Campbellsville University,VFA,2:17 12-0,Trynadii Rocha,Warner Pacific University
2019,116,Round of 16,Glory Konecny,Southern Oregon,VFA,4:56 4-3,Yurie Yoneoka,University of Providence
2019,136,Round of 16,Solin Piearcy,Menlo College,VSU,10-0 0:38,Alexandra Banag,Lyon College
2019,123,Round of 16,Daniela Flores,Oklahoma City University,VFA,0:38 6-0,Rosa Ramirez,Eastern Oregon University
2019,130,Round of 16,Sydney Freund,Oklahoma City University,VSU,10-0 1:34,Jocelyn Murphy,Missouri Valley College
2019,123,Round of 16,Alanah Vetterick,Midland University,VFA,0:44 4-0,Brigitte Mihalca,Missouri Baptist University
2019,116,Round of 16,Jathiya Isaac,Wayland Baptist University,VSU,10-0 1:15,Amber Pair,Eastern Oregon University
2019,116,Round of 16,Taryn Ichimura,Menlo College,VPO1,11-6,ashley Tobe,University of Cumberlands
2019,123,Round of 16,Victoria Norris,Ottawa University,VSU,10-0 0:27,Kimberlie Lambert,Central Christian College of Kansas
2019,130,Round of 16,Andribeth Rivera,Campbellsville University,VFA,0:41 10-0,Krystal Fabricante,Eastern Oregon University
2019,123,Round of 16,Tiana jackson,Menlo College,VFA,2:03 6-0,Jasmine Davis,Wayland Baptist University
2019,116,Round of 16,Chelsea Dionisio,University of Jamestown,VFA,3:54 12-1,Katie Brock,Campbellsville University
2019,116,Round of 16,Gracie Figueroa,Menlo College,VSU,10-0 3:11,Kayla Fitts,Wayland Baptist University
2019,116,Round of 16,Madison Angelito,University of Cumberlands,VSU,10-0 3:29,Emily Fernandez,York College
2019,123,Round of 16,Kailyn Ramos,Oklahoma City University,VFA,1:42 6-0,Macy Higa,Eastern Oregon University
2019,109,Round of 16,Cassidy Freeman,Eastern Oregon University,VFA,2:24 10-0,Claire Payne,York College
2019,116,Round of 16,Cassidy Jasperson,Oklahoma City University,VFA,0:54 6-0,Gabrielle Grimes,Missouri Valley College
2019,101,Round of 16,Junnette Caldera,University of Jamestown,VFA,1:42 6-0,Lisa Megargee,Eastern Oregon University
2019,109,Round of 16,Alleida Martinez,Menlo College,VFA,0:23 4-0,Citlali Palafox,Central Christian College of Kansas
2019,116,Round of 16,Jamayia Blackston,University of Jamestown,VSU1,14-4 5:32,Mia Rodriguez,Campbellsville University
2019,101,Round of 16,Hiba Salem,Menlo College,VSU,10-0 1:30,ALAURA COUCH,Waldorf University
2019,170,Round of 32,Kenya-Lee Sloan,Campbellsville University,VFA,2:05 10-0,Karrah Smith,Southern Oregon
2019,101,Round of 16,Faye Cherrier,Life University,VSU,10-0 1:22,Kylie Marlin,York College
2019,170,Round of 32,Alyssa Schrull,University of Jamestown,VPO1,9-1,Yuneris Taveras,Missouri Valley College
2019,155,Round of 32,Shamera McTier,Missouri Valley College,VSU1,15-2 5:17,Brook Logan,Oklahoma City University
2019,143,Round of 32,Cierra Foster,Oklahoma City University,VPO1,8-7,Sienna Ramirez,Southern Oregon
2019,155,Round of 32,Destinee Rivera,Life University,VPO1,3-2,Dempsi Talkington,Eastern Oregon University
2019,155,Round of 32,Anna Naylor,University of Cumberlands,VFA,1:31 10-0,Taylor Cooks,Life University
2019,143,Round of 32,Zoe Wight,Life University,VFA,0:19 4-0,Katie Bell,York College
2019,136,Round of 32,Bridgette Duty,University of Cumberlands,VSU1,12-2 2:09,Sophia Carson,Campbellsville University
2019,130,Round of 32,Cara Romeike,University of Jamestown,VSU,10-0 1:02,Nadia Escamilia,Missouri Baptist University
2019,123,Round of 32,Daniela Flores,Oklahoma City University,VFA,1:20 6-0,Emma DeBrum,Lyon College
2019,116,Round of 32,Glory Konecny,Southern Oregon,VFA,1:31 4-0,Jessienna Burkett-Erice,Lyon College
2019,116,Round of 32,Gracie Figueroa,Menlo College,VFA,1:01 4-0,Jasmine Hernandez,Lyon College
2019,130,Consi of 16 #1,,,BYE,,,
2019,123,Consi of 16 #1,,,BYE,,,
2019,130,Consi of 16 #2,Savannah Vold,Waldorf University,BYE,,,
2019,130,Round of 32,Sydney Freund,Oklahoma City University,BYE,,,
2019,123,Consi of 16 #1,,,BYE,,,
2019,130,Consi of 16 #2,,,BYE,,,
2019,109,Consi of 8 #1,,,BYE,,,
2019,136,Round of 32,Solin Piearcy,Menlo College,BYE,,,
2019,136,Round of 32,Fatima Avalos,Missouri Baptist University,BYE,,,
2019,130,Round of 32,Aysia Cortez,Life University,BYE,,,
2019,136,Round of 32,Jenna Awana,University of Providence,BYE,,,
2019,116,Round of 32,Mia Rodriguez,Campbellsville University,BYE,,,
2019,116,Round of 32,Chelsea Dionisio,University of Jamestown,BYE,,,
2019,143,Consi of 16 #2,nancy becerra,Missouri Valley College,BYE,,,
2019,143,Consi of 16 #1,,,BYE,,,
2019,116,Consi of 16 #2,Yurie Yoneoka,University of Providence,BYE,,,
2019,123,Consi of 8 #1,ARIANNA MARRUFO,University of Jamestown,BYE,,,
2019,101,Consi of 8 #2,Faye Cherrier,Life University,BYE,,,
2019,136,Consi of 16 #1,,,BYE,,,
2019,109,Consi of 8 #2,Alessia Cokeley,Ottawa University,BYE,,,
2019,191,Consi of 8 #1,Tristyn Borden,Southern Oregon,BYE,,,
2019,143,Consi of 16 #1,Sienna Ramirez,Southern Oregon,BYE,,,
2019,130,Round of 32,Andribeth Rivera,Campbellsville University,BYE,,,
2019,130,Round of 32,,,BYE,,,
2019,136,Round of 32,Akina Yamada,Waldorf University,BYE,,,
2019,170,Consi of 16 #2,,,BYE,,,
2019,130,Consi of 16 #1,,,BYE,,,
2019,130,Consi of 8 #1,Savannah Vold,Waldorf University,BYE,,,
2019,109,Consi of 8 #1,Citlali Palafox,Central Christian College of Kansas,BYE,,,
2019,109,Consi of 8 #2,Cassidy Freeman,Eastern Oregon University,BYE,,,
2019,170,Round of 32,Latiana Tauaese,Southern Oregon,BYE,,,
2019,155,Consi of 16 #1,Taylor Cooks,Life University,BYE,,,
2019,116,Consi of 16 #2,ashley Tobe,University of Cumberlands,BYE,,,
2019,123,Consi of 16 #2,Trynadii Rocha,Warner Pacific University,BYE,,,
2019,155,Consi of 16 #2,chyna rodriguez,Midland University,BYE,,,
2019,136,Consi of 16 #1,,,BYE,,,
2019,155,Round of 32,Renay Monohan,Eastern Oregon University,BYE,,,
2019,116,Consi of 16 #1,,,BYE,,,
2019,136,Round of 32,Elissa Douglass,Lyon College,BYE,,,
2019,170,Consi of 16 #1,,,BYE,,,
2019,123,Consi of 16 #1,Emma DeBrum,Lyon College,BYE,,,
2019,143,Round of 32,Lacey Henderson,Ottawa University,BYE,,,
2019,116,Consi of 16 #2,Kayla Fitts,Wayland Baptist University,BYE,,,
2019,143,Consi of 16 #2,Sara Angelo,Eastern Oregon University,BYE,,,
2019,130,Consi of 16 #2,Jocelyn Murphy,Missouri Valley College,BYE,,,
2019,170,Round of 32,Marissa Patterson,York College,BYE,,,
2019,143,Consi of 16 #2,LoriAnn Archuleta,Missouri Valley College,BYE,,,
2019,116,Round of 32,Jathiya Isaac,Wayland Baptist University,BYE,,,
2019,143,Round of 32,Lyric Gonsalves,Ottawa University,BYE,,,
2019,170,Round of 32,Charity Goldsmith-Ding,York College,BYE,,,
2019,170,Round of 32,Mariah Harris,Campbellsville University,BYE,,,
